title,destination,image_id,image_url,image_thumb_url,image_title,image_name,image_width,image_height,image_copyright,image_license,image_license_url,location_lat,location_lng,location_city_id,location_city_istat,location_city_city,location_city_country,location_city_province,location_city_province_short,location_city_region,permalink,updated_at
Medesano,Emilia,535,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/535/Medesano-PR-veduta_Medesano-ph.toni_pecoraro-cc_by_nd_sa.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/535/conversions/Medesano-PR-veduta_Medesano-ph.toni_pecoraro-cc_by_nd_sa-thumb.jpg,"Medesano (PR), veduta del paese",Medesano-PR-veduta_Medesano-ph.toni_pecoraro-cc_by_nd_sa,1200,740,"Medesano (PR), veduta del paese, ph.toni_pecoraro","CC BY-ND 3.0",http://creativecommons.org/licenses/by-nd/3.0/it/legalcode,44.7564733,10.1399238,68,34020,Medesano,Italia,Parma,PR,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/medesano,"2020-11-27 11:16:05"
"Monchio delle Corti",Emilia,533,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/533/monchio_delle_corti-PR-Chiesa_dei_Santi_Lorenzo_e_Michele_monchio_delle_corti-ph.Parma1983-cc_by_sa_40.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/533/conversions/monchio_delle_corti-PR-Chiesa_dei_Santi_Lorenzo_e_Michele_monchio_delle_corti-ph.Parma1983-cc_by_sa_40-thumb.jpg,"Monchio delle Corti (PR), Chiesa dei Santi Lorenzo e Michele",monchio_delle_corti-PR-Chiesa_dei_Santi_Lorenzo_e_Michele_monchio_delle_corti-ph.Parma1983-cc_by_sa_40,1200,869,"Monchio delle Corti (PR), Chiesa dei Santi Lorenzo e Michele, ph.Parma1983","CC BY-SA 4.0",http://creativecommons.org/licenses/by-sa/4.0/it/legalcode,44.41051,10.123413,70,34022,"Monchio delle Corti",Italia,Parma,PR,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/monchio-delle-corti,"2020-12-16 15:50:35"
Montechiarugolo,Emilia,532,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/532/Montechiarugolo-PR-Castel_montechiarugolo-ph.pramzan-cc_by_sa_30.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/532/conversions/Montechiarugolo-PR-Castel_montechiarugolo-ph.pramzan-cc_by_sa_30-thumb.jpg,"Montechiarugolo(PR), Castello",Montechiarugolo-PR-Castel_montechiarugolo-ph.pramzan-cc_by_sa_30,1200,900,"Montechiarugolo(PR), Castello, ph. pramzan","CC BY-SA 3.0",http://creativecommons.org/licenses/by-sa/3.0/it/legalcode,44.6928854,10.4235298,71,34023,Montechiarugolo,Italia,Parma,PR,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/montechiarugolo,"2020-12-01 17:27:57"
"Neviano degli Arduini",Emilia,530,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/530/Neviano_degli_Arduini-PR-Pieve_romanica_di_Sant%27Ambrogio-archivio.wikivoyage.org-cc_by_nc_sa.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/530/conversions/Neviano_degli_Arduini-PR-Pieve_romanica_di_Sant%27Ambrogio-archivio.wikivoyage.org-cc_by_nc_sa-thumb.jpg,"Neviano degli Arduini (PR), Pieve Romanica di Sant'Ambrogio",Neviano_degli_Arduini-PR-Pieve_romanica_di_Sant'Ambrogio-archivio.wikivoyage.org-cc_by_nc_sa,1200,900,"Neviano degli Arduini (PR), Pieve Romanica di Sant'Ambrogio, archivio wikivoyage.org","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.583407,10.317538,72,34024,"Neviano degli Arduini",Italia,Parma,PR,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/neviano-degli-arduini,"2020-12-01 17:32:57"
Noceto,Emilia,529,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/529/noceto-PR-Rocca_dei_Sanvitale_noceto-ph.Parma1983-cc_by_sa_40.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/529/conversions/noceto-PR-Rocca_dei_Sanvitale_noceto-ph.Parma1983-cc_by_sa_40-thumb.jpg,"Noceto (PR), Rocca dei Sanvitale",noceto-PR-Rocca_dei_Sanvitale_noceto-ph.Parma1983-cc_by_sa_40,1200,894,"Noceto (PR), Rocca dei Sanvitale, ph. Parma1983","CC BY-SA 4.0",http://creativecommons.org/licenses/by-sa/4.0/it/legalcode,44.8102599,10.1750753,73,34025,Noceto,Italia,Parma,PR,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/noceto,"2020-12-01 17:30:19"
Palanzano,Emilia,2388,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/2361/Palanzano.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/2361/conversions/Palanzano-thumb.jpg,"Palanzano (PR), Maestà Santa Lucia",Palanzano,1200,900,"Palanzano (PR), Maestà Santa Lucia, ph. comune.palanzano.pr.it","CC BY-NC 3.0",http://creativecommons.org/licenses/by-nc/3.0/it/legalcode,44.435118,10.192665,74,34026,Palanzano,Italia,Parma,PR,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/palanzano,"2020-12-15 15:44:33"
Parma,Emilia,2887,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/2860/Parma%2C-Piazza-Duomo%2C-Ph.-Edoardo-Fornaciari%2C-Archivio-Comune-Parma%2C-CC-BY-NC-SA-3.0.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/2860/conversions/Parma%2C-Piazza-Duomo%2C-Ph.-Edoardo-Fornaciari%2C-Archivio-Comune-Parma%2C-CC-BY-NC-SA-3.0-thumb.jpg,"Parma, Piazza Duomo","Parma, Piazza Duomo, Ph. Edoardo Fornaciari, Archivio Comune Parma, CC-BY-NC-SA 3.0",1200,800,"Parma, Piazza Duomo, Ph. Edoardo Fornaciari, Archivio Comune Parma","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.800992,10.3281016,75,34027,Parma,Italia,Parma,PR,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/parma,"2022-05-18 10:57:47"
"Pellegrino Parmense",Emilia,528,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/528/Pellegrino_Parmense-PR-veduta_Pellegrino_Parmense-ph.Toni_Pecoraro-cc_by_pd_sa.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/528/conversions/Pellegrino_Parmense-PR-veduta_Pellegrino_Parmense-ph.Toni_Pecoraro-cc_by_pd_sa-thumb.jpg,"Pellegrino Parmense (PR), veduta Pellegrino Parmense",Pellegrino_Parmense-PR-veduta_Pellegrino_Parmense-ph.Toni_Pecoraro-cc_by_pd_sa,1200,787,"Pellegrino Parmense (PR), veduta, ph. Toni_Pecoraro","CC BY-NC-ND 1.0",http://creativecommons.org/licenses/by-nc-nd/1.0/it/legalcode,44.733353,9.926974,76,34028,"Pellegrino Parmense",Italia,Parma,PR,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/pellegrino-parmense,"2020-12-11 11:54:49"
Roccabianca,Emilia,527,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/527/roccabianca-PR-castello_di_roccabianca-archivio.castellidelducato.it-cc_by_nc_sa.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/527/conversions/roccabianca-PR-castello_di_roccabianca-archivio.castellidelducato.it-cc_by_nc_sa-thumb.jpg,"Roccabianca (PR), castello di Roccabianca",roccabianca-PR-castello_di_roccabianca-archivio.castellidelducato.it-cc_by_nc_sa,1200,800,"Roccabianca (PR), castello di Roccabianca, ph. castellidelducato.it","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,45.0079288,10.21814,78,34030,Roccabianca,Italia,Parma,PR,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/roccabianca,"2020-12-16 15:53:07"
"Sala Baganza",Emilia,526,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/526/sala_baganza-PR-rocca_sanvitale_sala_baganza-ph.ginnypeg-WLM2016-CC_by_sa.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/526/conversions/sala_baganza-PR-rocca_sanvitale_sala_baganza-ph.ginnypeg-WLM2016-CC_by_sa-thumb.jpg,"Sala Baganza (PR), rocca Sanvitale",sala_baganza-PR-rocca_sanvitale_sala_baganza-ph.ginnypeg-WLM2016-CC_by_sa,1200,800,"Sala Baganza (PR), rocca Sanvitale, ph.ginnypeg, WLM2016","CC BY-SA 4.0",http://creativecommons.org/licenses/by-sa/4.0/it/legalcode,44.7126532,10.2276314,79,34031,"Sala Baganza",Italia,Parma,PR,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/sala-baganza,"2020-12-11 12:37:15"
"San Secondo Parmense",Emilia,525,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/525/san_secondo_parmense-PR-rocca_dei_rossi-ph.carlo_grifone-WLM2014-cc_by_sa.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/525/conversions/san_secondo_parmense-PR-rocca_dei_rossi-ph.carlo_grifone-WLM2014-cc_by_sa-thumb.jpg,"San Secondo Parmense (PR), rocca dei Rossi",san_secondo_parmense-PR-rocca_dei_rossi-ph.carlo_grifone-WLM2014-cc_by_sa,1200,839,"San Secondo Parmense (PR), rocca dei Rossi, ph.carlo grifone, WLM2014","CC BY-SA 4.0",http://creativecommons.org/licenses/by-sa/4.0/it/legalcode,44.9214983,10.2297664,81,34033,"San Secondo Parmense",Italia,Parma,PR,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/san-secondo-parmense,"2020-12-11 12:53:09"
"Sissa Trecasali",Emilia,524,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/524/Sissa_Trecasali-PR-Rocca_dei_Terzi-ph.Parma1983-cc_by_sa_40.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/524/conversions/Sissa_Trecasali-PR-Rocca_dei_Terzi-ph.Parma1983-cc_by_sa_40-thumb.jpg,"Sissa Trecasali (PR), Rocca dei Terzi",Sissa_Trecasali-PR-Rocca_dei_Terzi-ph.Parma1983-cc_by_sa_40,1200,894,"Sissa Trecasali (PR), Rocca dei Terzi, ph.Parma1983","CC BY-SA 4.0",http://creativecommons.org/licenses/by-sa/4.0/it/legalcode,44.9569467,10.3235385,352,34049,"Sissa Trecasali",Italia,Parma,PR,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/sissa-trecasali,"2020-12-11 13:03:05"
Solignano,Emilia,523,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/523/Solignano-PR-veduta_solignano-ph.Toni_Pecoraro-cc_by_pd_sa.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/523/conversions/Solignano-PR-veduta_solignano-ph.Toni_Pecoraro-cc_by_pd_sa-thumb.jpg,"Solignano (PR), veduta paese",Solignano-PR-veduta_solignano-ph.Toni_Pecoraro-cc_by_pd_sa,1200,873,"Solignano (PR), veduta paese, ph. Toni Pecoraro","CC BY-NC-ND 4.0",http://creativecommons.org/licenses/by-nc-nd/4.0/it/legalcode,44.6125744,9.9735932,83,34035,Solignano,Italia,Parma,PR,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/solignano,"2020-12-11 14:53:01"
Soragna,Emilia,522,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/522/Soragna-PR-Rocca_Meli_Lupi-ph.Davide_Papalini-cc_by_sa_30.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/522/conversions/Soragna-PR-Rocca_Meli_Lupi-ph.Davide_Papalini-cc_by_sa_30-thumb.jpg,"Soragna (PR), Rocca Meli Lupi",Soragna-PR-Rocca_Meli_Lupi-ph.Davide_Papalini-cc_by_sa_30,1200,900,"Soragna (PR), Rocca Meli Lupi, ph.Davide_Papalini","CC BY-SA 3.0",http://creativecommons.org/licenses/by-sa/3.0/it/legalcode,44.9267826,10.1221216,84,34036,Soragna,Italia,Parma,PR,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/soragna,"2020-12-11 15:06:34"
Terenzo,Emilia,521,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/521/terenzo-PR-Castello_di_Casola_presso_terenzo-ph.Bjorn_Christian_Torrissen-cc_by_sa_30.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/521/conversions/terenzo-PR-Castello_di_Casola_presso_terenzo-ph.Bjorn_Christian_Torrissen-cc_by_sa_30-thumb.jpg,"Terenzo (PR), Castello di Casola",terenzo-PR-Castello_di_Casola_presso_terenzo-ph.Bjorn_Christian_Torrissen-cc_by_sa_30,1200,910,"Terenzo (PR), Castello di Casola, ph.Bjorn Christian Torrissen","CC BY-SA 3.0",http://creativecommons.org/licenses/by-sa/3.0/it/legalcode,44.6109817,10.0884837,86,34038,Terenzo,Italia,Parma,PR,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/terenzo,"2020-12-16 15:54:47"
Tornolo,Emilia,520,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/520/Tornolo-PR-chiesa_san_bernardino_da_siena_presso_tornolo-ph.Davide_Papalini-cc_by_sa_30.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/520/conversions/Tornolo-PR-chiesa_san_bernardino_da_siena_presso_tornolo-ph.Davide_Papalini-cc_by_sa_30-thumb.jpg,"Tornolo (PR), chiesa San Bernardino da Siena",Tornolo-PR-chiesa_san_bernardino_da_siena_presso_tornolo-ph.Davide_Papalini-cc_by_sa_30,1200,900,"Tornolo (PR), chiesa San Bernardino da Siena, ph.Davide Papali","CC BY-SA 3.0",http://creativecommons.org/licenses/by-sa/3.0/it/legalcode,44.48538,9.62573,88,34040,Tornolo,Italia,Parma,PR,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/tornolo,"2020-12-15 16:45:49"
Torrile,Emilia,519,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/519/torrile-PR-veduta_torrile-ph.Parma1983-cc_by_sa_40.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/519/conversions/torrile-PR-veduta_torrile-ph.Parma1983-cc_by_sa_40-thumb.jpg,"Torrile (PR), veduta",torrile-PR-veduta_torrile-ph.Parma1983-cc_by_sa_40,1200,902,"Torrile (PR), veduta, ph. Parma1983","CC BY-SA 4.0",http://creativecommons.org/licenses/by-sa/4.0/it/legalcode,44.930845,10.365745,89,34041,Torrile,Italia,Parma,PR,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/torrile,"2020-12-15 16:50:26"
Traversetolo,Emilia,518,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/518/traversetolo-PR-comune_traversetolo-archivio_ilparmense.net-cc_by_nc_sa.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/518/conversions/traversetolo-PR-comune_traversetolo-archivio_ilparmense.net-cc_by_nc_sa-thumb.jpg,"Traversetolo (PR), comune Traversetolo",traversetolo-PR-comune_traversetolo-archivio_ilparmense.net-cc_by_nc_sa,1200,675,"Traversetolo (PR), comune Traversetolo, archivio ilparmense.net","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.6398398,10.3816554,90,34042,Traversetolo,Italia,Parma,PR,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/traversetolo,"2020-12-15 16:54:46"
Valmozzola,Emilia,517,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/517/valmazzola-PR-veduta_valmazzola-archivio_parmanelmondo.com-cc_by_nc_sa.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/517/conversions/valmazzola-PR-veduta_valmazzola-archivio_parmanelmondo.com-cc_by_nc_sa-thumb.jpg,"Valmozzola (PR), Mormorola",valmazzola-PR-veduta_valmazzola-archivio_parmanelmondo.com-cc_by_nc_sa,1200,800,"Valmozzola (PR), Mormorola, archivio parmanelmondo.com","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.5796669,9.9424761,92,34044,Valmozzola,Italia,Parma,PR,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/valmozzola,"2020-12-16 13:43:54"
"Varano de' Melegari",Emilia,2394,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/2367/castellovaranofrazionemonte.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/2367/conversions/castellovaranofrazionemonte-thumb.jpg,"Varano de' Melegari (PR), veduta castello",castellovaranofrazionemonte,1200,800,"Varano de' Melegari (PR), veduta castello, Ph. http://www.parmanelmondo.com/","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.6877615,10.0081185,93,34045,"Varano de' Melegari",Italia,Parma,PR,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/varano-de-melegari,"2020-12-15 17:00:29"
Varsi,Emilia,516,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/516/Varsi-PR-Castello_di_Golaso-ph.Massimo_Tel%C3%B2-CC_by_sa_40.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/516/conversions/Varsi-PR-Castello_di_Golaso-ph.Massimo_Tel%C3%B2-CC_by_sa_40-thumb.jpg,"Varsi (PR), Castello di Golaso",Varsi-PR-Castello_di_Golaso-ph.Massimo_Telò-CC_by_sa_40,1200,722,"Varsi (PR), Castello di Golaso, ph.Massimo Telò","CC BY-SA 4.0",http://creativecommons.org/licenses/by-sa/4.0/it/legalcode,44.6629378,9.8458297,94,34046,Varsi,Italia,Parma,PR,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/varsi,"2020-12-15 17:04:04"
"Monticelli Terme",Emilia,511,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/511/motechiarugolo-PR-terme_moticelli_terme-ph.Parma1983-cc_by_sa_40.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/511/conversions/motechiarugolo-PR-terme_moticelli_terme-ph.Parma1983-cc_by_sa_40-thumb.jpg,"Montechiarugolo (PR), Terme di Monticelli",motechiarugolo-PR-terme_moticelli_terme-ph.Parma1983-cc_by_sa_40,1200,890,"Montechiarugolo (PR), Terme di Monticelli, ph. Parma1983","CC BY-SA 4.0",http://creativecommons.org/licenses/by-sa/4.0/it/legalcode,44.727536,10.3939982,71,34023,Montechiarugolo,Italia,Parma,PR,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/monticelli-terme,"2020-12-01 17:08:06"
"Sant'Andrea Bagni",Emilia,500,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/500/Medesano-PR-centro_termale_Sant%27Andrea_Bagni-archivio_museidelcibo.it-cc_by_nc_sa.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/500/conversions/Medesano-PR-centro_termale_Sant%27Andrea_Bagni-archivio_museidelcibo.it-cc_by_nc_sa-thumb.jpg,"Medesano (PR), centro termale Sant'Andrea Bagni",Medesano-PR-centro_termale_Sant'Andrea_Bagni-archivio_museidelcibo.it-cc_by_nc_sa,1200,896,"Medesano (PR), centro termale Sant'Andrea Bagni, ph.archivio museidelcibo.it","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.7204389,10.083116,68,34020,Medesano,Italia,Parma,PR,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/sant-andrea-bagni,"2020-12-15 16:11:11"
Fontevivo,Emilia,498,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/498/fontevivo-PR-abbazia_cistercense_di_fontevivo-archivio_by_castellidelducato.it-CC_by_nc_sa.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/498/conversions/fontevivo-PR-abbazia_cistercense_di_fontevivo-archivio_by_castellidelducato.it-CC_by_nc_sa-thumb.jpg,"Fontevivo (PR), abbazia cistercense",fontevivo-PR-abbazia_cistercense_di_fontevivo-archivio_by_castellidelducato.it-CC_by_nc_sa,1200,798,"Fontevivo (PR), abbazia cistercense, ph. castellidelducato.it","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.8571942,10.1707641,64,34016,Fontevivo,Italia,Parma,PR,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/fontevivo,"2020-12-16 15:47:11"
"Reggio nell'Emilia",Emilia,496,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/496/ReggioEmilia-RE-Piazza_San_Prospero-WLM2016-ph.simonelugarini-CCBYSA.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/496/conversions/ReggioEmilia-RE-Piazza_San_Prospero-WLM2016-ph.simonelugarini-CCBYSA-thumb.jpg,"Reggio Emilia, Piazza San Prospero",ReggioEmilia-RE-Piazza_San_Prospero-WLM2016-ph.simonelugarini-CCBYSA,1600,1068,"Reggio Emilia, Piazza San Prospero | Ph. Simone Lugarini WLM2016","CC BY-SA 4.0",http://creativecommons.org/licenses/by-sa/4.0/it/legalcode,44.6974669,10.6300256,127,35033,"Reggio nell'Emilia",Italia,"Reggio nell'Emilia",RE,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/reggio-emilia,"2021-03-15 10:03:12"
Correggio,Emilia,295,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/295/Correggio-RE-Corso_Mazzini-ph.RadioVentasso-CCBY30.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/295/conversions/Correggio-RE-Corso_Mazzini-ph.RadioVentasso-CCBY30-thumb.jpg,"Correggio (RE), Corso Mazzini",Correggio-RE-Corso_Mazzini-ph.RadioVentasso-CCBY30,1600,1066,"Correggio (RE), Corso Mazzini, ph. RadioVentasso","CC BY 3.0",http://creativecommons.org/licenses/by/3.0/it/legalcode,44.771962,10.7819288,115,35020,Correggio,Italia,"Reggio nell'Emilia",RE,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/correggio,"2020-10-30 16:05:03"
Gualtieri,Emilia,299,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/299/Gualtieri-RE-Palazzo_Bentivoglio-WLM2013-ph.Caba2011-CCBYSA.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/299/conversions/Gualtieri-RE-Palazzo_Bentivoglio-WLM2013-ph.Caba2011-CCBYSA-thumb.jpg,"Gualtieri (RE), Palazzo Bentivoglio",Gualtieri-RE-Palazzo_Bentivoglio-WLM2013-ph.Caba2011-CCBYSA,1600,1059,"Gualtieri (RE), Palazzo Bentivoglio, ph. Caba2011, WLM2013","CC BY-SA 3.0",http://creativecommons.org/licenses/by-sa/3.0/it/legalcode,44.9050582,10.6308569,118,35023,Gualtieri,Italia,"Reggio nell'Emilia",RE,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/gualtieri,"2020-10-15 08:25:24"
Novellara,Emilia,1683,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/1656/Novellara%2CRE%2C-Veduta-aerea%2C-Archivio-Comune-Novellara%2C-CC-BY-NC-SA.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/1656/conversions/Novellara%2CRE%2C-Veduta-aerea%2C-Archivio-Comune-Novellara%2C-CC-BY-NC-SA-thumb.jpg,"Novellara (RE), Veduta aerea","Novellara,RE, Veduta aerea, Archivio Comune Novellara, CC-BY-NC-SA",1200,600,"Novellara (RE), Veduta aerea, Archivio Comune di Novellara","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.8447128,10.7313352,123,35028,Novellara,Italia,"Reggio nell'Emilia",RE,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/novellara,"2020-10-15 08:23:48"
Scandiano,Emilia,324,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/324/Scandiano-RE-Rocca_dei_Boiardo-WLM2017-ph.AriannaPerez-CCBYSA.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/324/conversions/Scandiano-RE-Rocca_dei_Boiardo-WLM2017-ph.AriannaPerez-CCBYSA-thumb.jpg,"Scandiano (RE), Rocca dei Boiardo",Scandiano-RE-Rocca_dei_Boiardo-WLM2017-ph.AriannaPerez-CCBYSA,1600,1059,"Scandiano (RE), Rocca dei Boiardo, ph. Arianna Perez, WLM2017","CC BY-SA 4.0",http://creativecommons.org/licenses/by-sa/4.0/it/legalcode,44.5991613,10.6876197,135,35040,Scandiano,Italia,"Reggio nell'Emilia",RE,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/scandiano,"2020-12-28 09:22:01"
Rubiera,Emilia,320,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/320/Rubiera-RE-Via_Emilia-ph.Sailko-CCBYSA30.jpeg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/320/conversions/Rubiera-RE-Via_Emilia-ph.Sailko-CCBYSA30-thumb.jpg,"Rubiera (RE), Via Emilia",Rubiera-RE-Via_Emilia-ph.Sailko-CCBYSA30,1600,1200,"Rubiera (RE), Via Emilia, ph. Sailko","CC BY-SA 3.0",http://creativecommons.org/licenses/by-sa/3.0/it/legalcode,44.6533222,10.7832463,131,35036,Rubiera,Italia,"Reggio nell'Emilia",RE,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/rubiera,"2021-03-15 11:33:57"
Guastalla,Emilia,301,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/301/Guastalla-RE-Interno_Palazzo_Ducale-WLM2016-ph.Elesorez-CCBYSA.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/301/conversions/Guastalla-RE-Interno_Palazzo_Ducale-WLM2016-ph.Elesorez-CCBYSA-thumb.jpg,"Guastalla (RE), interno del Palazzo Ducale",Guastalla-RE-Interno_Palazzo_Ducale-WLM2016-ph.Elesorez-CCBYSA,1600,1066,"Guastalla (RE), interno del Palazzo Ducale. ph. Elesorez, WLM2016","CC BY-SA 4.0",http://creativecommons.org/licenses/by-sa/4.0/it/legalcode,44.922452,10.6543975,119,35024,Guastalla,Italia,"Reggio nell'Emilia",RE,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/guastalla,"2021-09-24 08:32:31"
Brescello,Emilia,274,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/274/Brescello-RE-Palazzo_Municipale-WLM2015-ph.Albertobru-CCBYSA.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/274/conversions/Brescello-RE-Palazzo_Municipale-WLM2015-ph.Albertobru-CCBYSA-thumb.jpg,"Brescello (RE), Palazzo Municipale",Brescello-RE-Palazzo_Municipale-WLM2015-ph.Albertobru-CCBYSA,1600,1066,"Brescello (RE), Palazzo Municipale, ph. Albertobru, WLM 2015","CC BY-SA 4.0",http://creativecommons.org/licenses/by-sa/4.0/it/legalcode,44.9013,10.514506,101,35006,Brescello,Italia,"Reggio nell'Emilia",RE,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/brescello,"2020-10-09 10:37:11"
